Row_ID,Insurer,Category,Product_Name,Variant,PPT,PT,Base_Payout_Yr1,Renewal_Yr2,Renewal_Yr3,Renewal_Yr4,Renewal_Yr5,Renewal_Yr6_Plus,Row_Specific_Remarks,Sheet_Level_Notes_And_Conditions,All_Renewal_Years_Raw
530,Digit,,Guaranteed Annuity(Sukoon),LP/RP,12,-,0.405,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
531,Digit,,Guaranteed Annuity(Sukoon),LP/RP,15,-,0.405,,,,,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: —; year 3: —; year 4: —; year 5+: —
532,Digit,,Variable Deferred Annuity(Boss),LP/RP,5,-,0.07,0.07,0.07,0.02,0.005,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 2%; year 5: 0.5%
533,Digit,,Variable Deferred Annuity(Boss),LP/RP,6,-,0.07,0.07,0.07,0.02,0.005,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 2%; year 5: 0.5%
534,Digit,,Variable Deferred Annuity(Boss),LP/RP,7,-,0.07,0.07,0.07,0.02,0.005,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 2%; year 5: 0.5%
535,Digit,,Variable Deferred Annuity(Boss),LP/RP,8,-,0.07,0.07,0.07,0.07,0.02,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 7%; year 5: 2%
536,Digit,,Variable Deferred Annuity(Boss),LP/RP,10,-,0.07,0.07,0.07,0.07,0.07,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 7%; year 5: 7%
537,Digit,,Variable Deferred Annuity(Boss),LP/RP,12,-,0.07,0.07,0.07,0.07,0.07,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 7%; year 5: 7%
538,Digit,,Variable Deferred Annuity(Boss),LP/RP,15,-,0.07,0.07,0.07,0.07,0.07,,,"*Early Income contribution to not be more than 25% of total ICON business | *5 Paytotal payout to be capped at Max 37.5% | Please also note that payout recovery will be initiated if 13M persistency falls below 85% as per the below grid: | 13M Persistency Recovery % on premium | 85% and above 0 | 80-84.99% 2.5% recovery | 75-79.99% 6% recovery | 70-74.99% 10% recovery | 65-69.99% 15% recovery | 50-64.99% 20% recovery | 35-49.99% 30% recovery | Below 35% 45% recovery | *Year 6 onwards – 0.50% Commission shall be payable during the PPT | Annuity Clawback for as % of Premium | 84%+ 0 0 0 | 80% - <84% 0.024 0 0 | 74% - <80% 0.05 0.04 0.04 | 70% - <74% 0.074 0.1 0.1 | 64% - <70% 0.1 0.1 0.1 | 60% - <64% 0.15 0.2 0.2 | 50% - <60% 0.2 0.24 0.3 | 40% - <50% 0.25 0.3 0.4 | <40% 0.3 0.34 0.5 | For single premium variants, the clawback provisions are: | o Immediate Annuity: Full commission clawback if surrendered within 2 years | o Deferred Annuity: Full commission clawback if surrendered within 1 year",year 2: 7%; year 3: 7%; year 4: 7%; year 5: 7%
539,HDFC,Annuaity- PAR,Assured Gain Plus,,5 to 7,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
540,HDFC,Annuaity- PAR,Assured Gain Plus,,8 & 9,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
541,HDFC,Annuaity- PAR,Assured Gain Plus,,>=10,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
542,HDFC,Trad- Non Par,Click 2 Achieve,,>=5,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
543,HDFC,Trad - Par,Click 2 Achieve PAR Advantage,,5 to 7,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
544,HDFC,Trad - Par,Click 2 Achieve PAR Advantage,,8 & 9,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
545,HDFC,Trad - Par,Click 2 Achieve PAR Advantage,,>=10,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
546,HDFC,Term- Non Par,Click 2 Protect Supreme,,>=5,-,0.47,0.01,,,,,,"Online Business - 5% Less than the above rates mentioned | 13th month persistency of NB sourced from 1st Oct'24, need to be mentained 90% to sustain above commercials, in case of less than 90% persistency , clawback will be applicable on non persistent base i.e. Lapsed & Surrendered. | For Traditonal Saving & ULIP products that are not inforce at the completion of the Waiting period, entire first year commision / PBR paid would be clawed back. | in the event that any clawback, including the first year commission as referenced above is required to be recovered, such amount shall be deducted from future business commissions / renewal commissions / PBR that may be established from time to time. | Above 13M clause applicble on ULIP, PAR , Non PAR and Annuaity/Pension products. | Above mentioned additional ""Segment Renewal"" % is subject to min persistency of 70% or thershold which HDFC Life may decide from time to time. Above mentioned additional ""Segment Renewal"" % only for 2 years post that std renewal will be paid.",renewals: 1%
